endpoint,fixture_id,method,status,prompt_chars,approx_prompt_tokens,latency_ms,input_tokens,output_tokens,total_tokens,output_chars
DeepSeek,synthetic_investment_infeasible_01_02_r05_longpayload,cbea_lcv_runtime,ok,27911,6978,25169,5507,700,6207,0
DeepSeek,synthetic_investment_tail_01_01_r02_longpayload,raw_prompt_stuffing,ok,106497,26625,26944,20840,700,21540,0
DeepSeek,synthetic_investment_exception_01_04_r08_longpayload,cbea_lcv_runtime,ok,27880,6970,25395,5485,700,6185,0
DeepSeek,synthetic_investment_infeasible_01_02_r08_longpayload,raw_prompt_stuffing,ok,108885,27222,26269,21248,700,21948,0
DeepSeek,synthetic_investment_tail_01_01_r10_longpayload,raw_prompt_stuffing,ok,106725,26682,26009,20840,700,21540,0
DeepSeek,synthetic_investment_falsehard_01_03_r01_longpayload,raw_prompt_stuffing,ok,109022,27256,27915,21509,700,22209,0
DeepSeek,synthetic_investment_falsehard_01_03_r03_longpayload,raw_prompt_stuffing,ok,109022,27256,29484,21509,700,22209,0
DeepSeek,synthetic_investment_infeasible_01_02_r07_longpayload,cbea_lcv_runtime,ok,27911,6978,25094,5507,700,6207,0
DeepSeek,synthetic_investment_falsehard_01_03_r03_longpayload,cbea_lcv_runtime,ok,27669,6918,24832,5484,700,6184,0
DeepSeek,synthetic_investment_tail_01_01_r04_longpayload,cbea_lcv_runtime,ok,26954,6739,25813,5291,700,5991,0
DeepSeek,synthetic_investment_falsehard_01_03_r12_longpayload,raw_prompt_stuffing,ok,109153,27289,31290,21509,700,22209,0
DeepSeek,synthetic_investment_surface_01_05_r01_longpayload,cbea_lcv_runtime,ok,27989,6998,25038,5440,700,6140,0
DeepSeek,synthetic_investment_infeasible_01_02_r06_longpayload,raw_prompt_stuffing,ok,108885,27222,26489,21248,700,21948,0
DeepSeek,synthetic_investment_infeasible_01_02_r05_longpayload,raw_prompt_stuffing,ok,108885,27222,25885,21248,700,21948,0
DeepSeek,synthetic_investment_tail_01_01_r09_longpayload,raw_prompt_stuffing,ok,106497,26625,30899,20840,700,21540,0
DeepSeek,synthetic_investment_falsehard_01_03_r02_longpayload,raw_prompt_stuffing,ok,109022,27256,27244,21509,700,22209,0
DeepSeek,synthetic_investment_falsehard_01_03_r11_longpayload,cbea_lcv_runtime,ok,27705,6927,26643,5484,700,6184,0
DeepSeek,synthetic_investment_tail_01_01_r03_longpayload,cbea_lcv_runtime,ok,26954,6739,26384,5291,700,5991,0
DeepSeek,synthetic_investment_falsehard_01_03_r10_longpayload,raw_prompt_stuffing,ok,109153,27289,27989,21509,699,22208,0
DeepSeek,synthetic_investment_falsehard_01_03_r09_longpayload,cbea_lcv_runtime,ok,27669,6918,29273,5484,700,6184,0
DeepSeek,synthetic_investment_surface_01_05_r02_longpayload,cbea_lcv_runtime,ok,27967,6992,25920,5435,700,6135,0
DeepSeek,synthetic_investment_tail_01_01_r04_longpayload,raw_prompt_stuffing,ok,106497,26625,29984,20840,700,21540,0
DeepSeek,synthetic_investment_exception_01_04_r08_longpayload,raw_prompt_stuffing,ok,109328,27332,32450,21414,700,22114,0
DeepSeek,synthetic_investment_tail_01_01_r11_longpayload,cbea_lcv_runtime,ok,26992,6748,25739,5291,700,5991,0
DeepSeek,synthetic_investment_tail_01_01_r12_longpayload,cbea_lcv_runtime,ok,26992,6748,26467,5291,700,5991,0
DeepSeek,synthetic_investment_infeasible_01_02_r06_longpayload,cbea_lcv_runtime,ok,27911,6978,25869,5507,700,6207,0
DeepSeek,synthetic_investment_infeasible_01_02_r07_longpayload,raw_prompt_stuffing,ok,108885,27222,27304,21248,700,21948,0
DeepSeek,synthetic_investment_surface_01_05_r02_longpayload,raw_prompt_stuffing,ok,110173,27544,29174,21364,700,22064,0
DeepSeek,synthetic_investment_tail_01_01_r11_longpayload,raw_prompt_stuffing,ok,106725,26682,30848,20840,700,21540,0
DeepSeek,synthetic_investment_falsehard_01_03_r09_longpayload,raw_prompt_stuffing,ok,109022,27256,28346,21509,700,22209,0
DeepSeek,synthetic_investment_exception_01_04_r07_longpayload,cbea_lcv_runtime,ok,27896,6974,25804,5488,700,6188,0
DeepSeek,synthetic_investment_tail_01_01_r03_longpayload,raw_prompt_stuffing,ok,106497,26625,32246,20840,700,21540,0
DeepSeek,synthetic_investment_falsehard_01_03_r11_longpayload,raw_prompt_stuffing,ok,109153,27289,29729,21509,700,22209,0
DeepSeek,synthetic_investment_exception_01_04_r06_longpayload,cbea_lcv_runtime,ok,27880,6970,26682,5485,700,6185,30
DeepSeek,synthetic_investment_tail_01_01_r12_longpayload,raw_prompt_stuffing,ok,106725,26682,25219,20840,700,21540,0
DeepSeek,synthetic_investment_falsehard_01_03_r02_longpayload,cbea_lcv_runtime,ok,27669,6918,25178,5484,700,6184,0
DeepSeek,synthetic_investment_surface_01_05_r01_longpayload,raw_prompt_stuffing,ok,110195,27549,30040,21369,700,22069,0
DeepSeek,synthetic_investment_exception_01_04_r06_longpayload,raw_prompt_stuffing,ok,109328,27332,29697,21414,700,22114,0
DeepSeek,synthetic_investment_infeasible_01_02_r08_longpayload,cbea_lcv_runtime,ok,27911,6978,25757,5507,700,6207,0
DeepSeek,synthetic_investment_exception_01_04_r05_longpayload,raw_prompt_stuffing,ok,109344,27336,26749,21417,700,22117,0
DeepSeek,synthetic_investment_falsehard_01_03_r04_longpayload,raw_prompt_stuffing,ok,109022,27256,26125,21509,700,22209,0
DeepSeek,synthetic_investment_exception_01_04_r05_longpayload,cbea_lcv_runtime,ok,27896,6974,26218,5488,700,6188,0
DeepSeek,synthetic_investment_tail_01_01_r01_longpayload,raw_prompt_stuffing,ok,106497,26625,25912,20840,700,21540,0
DeepSeek,synthetic_investment_tail_01_01_r09_longpayload,cbea_lcv_runtime,ok,26954,6739,24688,5291,700,5991,0
DeepSeek,synthetic_investment_falsehard_01_03_r04_longpayload,cbea_lcv_runtime,ok,27669,6918,25563,5484,700,6184,0
DeepSeek,synthetic_investment_tail_01_01_r01_longpayload,cbea_lcv_runtime,ok,26954,6739,26440,5291,700,5991,0
DeepSeek,synthetic_investment_tail_01_01_r02_longpayload,cbea_lcv_runtime,ok,26954,6739,24261,5291,700,5991,0
DeepSeek,synthetic_investment_exception_01_04_r07_longpayload,raw_prompt_stuffing,ok,109344,27336,25506,21417,700,22117,0
DeepSeek,synthetic_investment_falsehard_01_03_r10_longpayload,cbea_lcv_runtime,ok,27705,6927,24916,5484,700,6184,0
DeepSeek,synthetic_investment_falsehard_01_03_r01_longpayload,cbea_lcv_runtime,ok,27669,6918,25101,5484,700,6184,0
DeepSeek,synthetic_investment_falsehard_01_03_r12_longpayload,cbea_lcv_runtime,ok,27705,6927,25139,5484,700,6184,0
DeepSeek,synthetic_investment_tail_01_01_r10_longpayload,cbea_lcv_runtime,ok,26992,6748,30817,5291,700,5991,0
Qwen,synthetic_investment_infeasible_01_02_r02_longpayload,raw_prompt_stuffing,ok,108885,27222,13571,21709,1495,23204,1213
Qwen,synthetic_investment_exception_01_04_r04_longpayload,raw_prompt_stuffing,ok,109328,27332,18975,21617,2287,23904,1390
Qwen,synthetic_investment_infeasible_01_02_r04_longpayload,raw_prompt_stuffing,ok,108885,27222,20275,21709,1957,23666,1490
Qwen,synthetic_investment_falsehard_01_03_r08_longpayload,cbea_lcv_runtime,ok,27669,6918,21417,5409,2972,8381,1796
Qwen,synthetic_investment_falsehard_01_03_r08_longpayload,raw_prompt_stuffing,ok,109022,27256,21552,21972,2539,24511,1571
Qwen,synthetic_investment_falsehard_01_03_r05_longpayload,cbea_lcv_runtime,ok,27669,6918,22221,5409,2987,8396,1307
Qwen,synthetic_investment_infeasible_01_02_r11_longpayload,raw_prompt_stuffing,ok,109016,27254,22293,21840,2637,24477,1494
Qwen,synthetic_investment_exception_01_04_r02_longpayload,cbea_lcv_runtime,ok,27880,6970,22991,5340,2911,8251,1635
Qwen,synthetic_investment_exception_01_04_r03_longpayload,cbea_lcv_runtime,ok,27896,6974,14844,5343,2517,7860,1297
Qwen,synthetic_investment_infeasible_01_02_r10_longpayload,raw_prompt_stuffing,ok,109016,27254,21971,21840,2653,24493,1397
Qwen,synthetic_investment_exception_01_04_r04_longpayload,cbea_lcv_runtime,ok,27880,6970,18145,5340,2723,8063,1296
Qwen,synthetic_investment_infeasible_01_02_r12_longpayload,raw_prompt_stuffing,ok,109016,27254,15750,21840,2011,23851,1333
Qwen,synthetic_investment_infeasible_01_02_r09_longpayload,raw_prompt_stuffing,ok,108885,27222,16552,21709,2184,23893,1354
Qwen,synthetic_investment_infeasible_01_02_r03_longpayload,raw_prompt_stuffing,ok,108885,27222,16730,21709,2297,24006,1408
Qwen,synthetic_investment_infeasible_01_02_r01_longpayload,cbea_lcv_runtime,ok,27911,6978,18122,5430,2617,8047,1275
Qwen,synthetic_investment_exception_01_04_r11_longpayload,cbea_lcv_runtime,ok,27932,6983,19339,5379,2827,8206,1398
Qwen,synthetic_investment_infeasible_01_02_r11_longpayload,cbea_lcv_runtime,ok,27947,6987,12922,5466,2151,7617,1422
Qwen,synthetic_investment_falsehard_01_03_r07_longpayload,raw_prompt_stuffing,ok,109022,27256,11880,21972,1816,23788,1395
Qwen,synthetic_investment_infeasible_01_02_r03_longpayload,cbea_lcv_runtime,ok,27911,6978,15648,5430,2657,8087,1349
Qwen,synthetic_investment_falsehard_01_03_r05_longpayload,raw_prompt_stuffing,ok,109022,27256,12875,21972,2259,24231,1286
Qwen,synthetic_investment_exception_01_04_r12_longpayload,cbea_lcv_runtime,ok,27916,6979,12584,5376,2484,7860,1319
Qwen,synthetic_investment_tail_01_01_r07_longpayload,cbea_lcv_runtime,ok,26954,6739,18562,5250,3150,8400,1326
Qwen,synthetic_investment_falsehard_01_03_r06_longpayload,cbea_lcv_runtime,ok,27669,6918,16018,5409,3044,8453,1070
Qwen,synthetic_investment_exception_01_04_r09_longpayload,raw_prompt_stuffing,ok,109344,27336,18352,21620,2927,24547,1451
Qwen,synthetic_investment_infeasible_01_02_r01_longpayload,raw_prompt_stuffing,ok,108885,27222,10956,21709,1647,23356,1260
Qwen,synthetic_investment_tail_01_01_r06_longpayload,raw_prompt_stuffing,ok,106497,26625,14817,21337,2755,24092,1441
Qwen,synthetic_investment_tail_01_01_r08_longpayload,raw_prompt_stuffing,ok,106497,26625,12513,21337,1934,23271,1209
Qwen,synthetic_investment_exception_01_04_r02_longpayload,raw_prompt_stuffing,ok,109328,27332,15279,21617,2085,23702,1415
Qwen,synthetic_investment_exception_01_04_r09_longpayload,cbea_lcv_runtime,ok,27896,6974,16125,5343,2914,8257,1364
Qwen,synthetic_investment_falsehard_01_03_r07_longpayload,cbea_lcv_runtime,ok,27669,6918,13557,5409,2500,7909,1337
Qwen,synthetic_investment_infeasible_01_02_r10_longpayload,cbea_lcv_runtime,ok,27947,6987,14360,5466,2562,8028,1605
Qwen,synthetic_investment_exception_01_04_r10_longpayload,raw_prompt_stuffing,ok,109459,27365,12329,21748,1983,23731,1532
Qwen,synthetic_investment_falsehard_01_03_r06_longpayload,raw_prompt_stuffing,ok,109022,27256,14278,21972,2170,24142,1390
Qwen,synthetic_investment_tail_01_01_r05_longpayload,cbea_lcv_runtime,ok,26954,6739,17174,5250,2863,8113,1306
Qwen,synthetic_investment_tail_01_01_r06_longpayload,cbea_lcv_runtime,ok,26954,6739,16554,5250,2974,8224,1484
Qwen,synthetic_investment_exception_01_04_r11_longpayload,raw_prompt_stuffing,ok,109475,27369,15397,21751,2141,23892,1293
Qwen,synthetic_investment_exception_01_04_r01_longpayload,cbea_lcv_runtime,ok,27896,6974,19176,5343,3124,8467,1247
Qwen,synthetic_investment_exception_01_04_r01_longpayload,raw_prompt_stuffing,ok,109344,27336,18743,21620,2815,24435,1439
Qwen,synthetic_investment_infeasible_01_02_r04_longpayload,cbea_lcv_runtime,ok,27911,6978,15058,5430,2332,7762,1421
Qwen,synthetic_investment_tail_01_01_r07_longpayload,raw_prompt_stuffing,ok,106497,26625,19487,21337,2872,24209,1162
Qwen,synthetic_investment_exception_01_04_r12_longpayload,raw_prompt_stuffing,ok,109459,27365,19603,21748,2803,24551,1582
Qwen,synthetic_investment_exception_01_04_r03_longpayload,raw_prompt_stuffing,ok,109344,27336,14135,21620,1797,23417,1182
Qwen,synthetic_investment_exception_01_04_r10_longpayload,cbea_lcv_runtime,ok,27916,6979,20681,5376,3374,8750,1438
Qwen,synthetic_investment_tail_01_01_r08_longpayload,cbea_lcv_runtime,ok,26954,6739,16389,5250,2492,7742,1220
Qwen,synthetic_investment_infeasible_01_02_r12_longpayload,cbea_lcv_runtime,ok,27947,6987,17114,5466,2746,8212,1797
Qwen,synthetic_investment_infeasible_01_02_r09_longpayload,cbea_lcv_runtime,ok,27911,6978,16914,5430,2532,7962,1503
Qwen,synthetic_investment_infeasible_01_02_r02_longpayload,cbea_lcv_runtime,ok,27911,6978,15883,5430,2262,7692,999
Qwen,synthetic_investment_tail_01_01_r05_longpayload,raw_prompt_stuffing,ok,106497,26625,16697,21337,2364,23701,1362
Qwen,synthetic_investment_tail_01_01_r02_longpayload,raw_prompt_stuffing,ok,106497,26625,18720,21337,2489,23826,1413
Qwen,synthetic_investment_infeasible_01_02_r05_longpayload,cbea_lcv_runtime,ok,27911,6978,16868,5430,2608,8038,1432
Qwen,synthetic_investment_falsehard_01_03_r03_longpayload,raw_prompt_stuffing,ok,109022,27256,14306,21972,1558,23530,1438
Qwen,synthetic_investment_exception_01_04_r08_longpayload,cbea_lcv_runtime,ok,27880,6970,17062,5340,2968,8308,1247
Qwen,synthetic_investment_falsehard_01_03_r01_longpayload,raw_prompt_stuffing,ok,109022,27256,16984,21972,2790,24762,1474
Qwen,synthetic_investment_tail_01_01_r10_longpayload,raw_prompt_stuffing,ok,106725,26682,14645,21565,2209,23774,1424
Qwen,synthetic_investment_infeasible_01_02_r08_longpayload,raw_prompt_stuffing,ok,108885,27222,16605,21709,2392,24101,1586
Qwen,synthetic_investment_infeasible_01_02_r07_longpayload,cbea_lcv_runtime,ok,27911,6978,13443,5430,1842,7272,1335
Qwen,synthetic_investment_tail_01_01_r04_longpayload,cbea_lcv_runtime,ok,26954,6739,9661,5250,1642,6892,1491
Qwen,synthetic_investment_falsehard_01_03_r03_longpayload,cbea_lcv_runtime,ok,27669,6918,17757,5409,3315,8724,1411
Qwen,synthetic_investment_tail_01_01_r09_longpayload,raw_prompt_stuffing,ok,106497,26625,17177,21337,2760,24097,1435
Qwen,synthetic_investment_infeasible_01_02_r05_longpayload,raw_prompt_stuffing,ok,108885,27222,12980,21709,1779,23488,1374
Qwen,synthetic_investment_falsehard_01_03_r12_longpayload,raw_prompt_stuffing,ok,109153,27289,23929,22103,3387,25490,1585
Qwen,synthetic_investment_infeasible_01_02_r06_longpayload,raw_prompt_stuffing,ok,108885,27222,15872,21709,2194,23903,1408
Qwen,synthetic_investment_surface_01_05_r01_longpayload,cbea_lcv_runtime,ok,27989,6998,17053,5291,2635,7926,1659
Qwen,synthetic_investment_falsehard_01_03_r02_longpayload,raw_prompt_stuffing,ok,109022,27256,16741,21972,2371,24343,1368
Qwen,synthetic_investment_falsehard_01_03_r11_longpayload,cbea_lcv_runtime,ok,27705,6927,17601,5445,2682,8127,1400
Qwen,synthetic_investment_tail_01_01_r03_longpayload,cbea_lcv_runtime,ok,26954,6739,14278,5250,2141,7391,1349
Qwen,synthetic_investment_falsehard_01_03_r09_longpayload,cbea_lcv_runtime,ok,27669,6918,17144,5409,2618,8027,1466
Qwen,synthetic_investment_falsehard_01_03_r10_longpayload,raw_prompt_stuffing,ok,109153,27289,14408,22103,1616,23719,1408
Qwen,synthetic_investment_surface_01_05_r02_longpayload,cbea_lcv_runtime,ok,27967,6992,12854,5288,2113,7401,1512
Qwen,synthetic_investment_tail_01_01_r04_longpayload,raw_prompt_stuffing,ok,106497,26625,17135,21337,2494,23831,1144
Qwen,synthetic_investment_exception_01_04_r08_longpayload,raw_prompt_stuffing,ok,109328,27332,16240,21617,2118,23735,1400
Qwen,synthetic_investment_tail_01_01_r11_longpayload,cbea_lcv_runtime,ok,26992,6748,14970,5288,2504,7792,1275
Qwen,synthetic_investment_tail_01_01_r11_longpayload,raw_prompt_stuffing,ok,106725,26682,12501,21565,1979,23544,1487
Qwen,synthetic_investment_tail_01_01_r12_longpayload,cbea_lcv_runtime,ok,26992,6748,15524,5288,2612,7900,1167
Qwen,synthetic_investment_infeasible_01_02_r07_longpayload,raw_prompt_stuffing,ok,108885,27222,13826,21709,2001,23710,1232
Qwen,synthetic_investment_infeasible_01_02_r06_longpayload,cbea_lcv_runtime,ok,27911,6978,15450,5430,2274,7704,1332
Qwen,synthetic_investment_surface_01_05_r02_longpayload,raw_prompt_stuffing,ok,110173,27544,15089,21565,2183,23748,1498
Qwen,synthetic_investment_tail_01_01_r03_longpayload,raw_prompt_stuffing,ok,106497,26625,14168,21337,1795,23132,1342
Qwen,synthetic_investment_falsehard_01_03_r09_longpayload,raw_prompt_stuffing,ok,109022,27256,15604,21972,2382,24354,1525
Qwen,synthetic_investment_exception_01_04_r07_longpayload,cbea_lcv_runtime,ok,27896,6974,21375,5343,3686,9029,1542
Qwen,synthetic_investment_falsehard_01_03_r02_longpayload,cbea_lcv_runtime,ok,27669,6918,9409,5409,1813,7222,1300
Qwen,synthetic_investment_tail_01_01_r12_longpayload,raw_prompt_stuffing,ok,106725,26682,14221,21565,1959,23524,1348
Qwen,synthetic_investment_falsehard_01_03_r11_longpayload,raw_prompt_stuffing,ok,109153,27289,16195,22103,2324,24427,1281
Qwen,synthetic_investment_exception_01_04_r06_longpayload,cbea_lcv_runtime,ok,27880,6970,18840,5340,2973,8313,1500
Qwen,synthetic_investment_exception_01_04_r06_longpayload,raw_prompt_stuffing,ok,109328,27332,14142,21617,1854,23471,1182
Qwen,synthetic_investment_surface_01_05_r01_longpayload,raw_prompt_stuffing,ok,110195,27549,19690,21568,2366,23934,1199
Qwen,synthetic_investment_infeasible_01_02_r08_longpayload,cbea_lcv_runtime,ok,27911,6978,19137,5430,3068,8498,1675
Qwen,synthetic_investment_falsehard_01_03_r04_longpayload,raw_prompt_stuffing,ok,109022,27256,12582,21972,1377,23349,1702
Qwen,synthetic_investment_exception_01_04_r05_longpayload,raw_prompt_stuffing,ok,109344,27336,16734,21620,2239,23859,1381
Qwen,synthetic_investment_tail_01_01_r01_longpayload,raw_prompt_stuffing,ok,106497,26625,17626,21337,2455,23792,1488
Qwen,synthetic_investment_exception_01_04_r05_longpayload,cbea_lcv_runtime,ok,27896,6974,21211,5343,2888,8231,1894
Qwen,synthetic_investment_tail_01_01_r09_longpayload,cbea_lcv_runtime,ok,26954,6739,17599,5250,2707,7957,1351
Qwen,synthetic_investment_tail_01_01_r01_longpayload,cbea_lcv_runtime,ok,26954,6739,19517,5250,2763,8013,1178
Qwen,synthetic_investment_falsehard_01_03_r04_longpayload,cbea_lcv_runtime,ok,27669,6918,20282,5409,2932,8341,1235
Qwen,synthetic_investment_exception_01_04_r07_longpayload,raw_prompt_stuffing,ok,109344,27336,15976,21620,2075,23695,1355
Qwen,synthetic_investment_falsehard_01_03_r10_longpayload,cbea_lcv_runtime,ok,27705,6927,17166,5445,2359,7804,1577
Qwen,synthetic_investment_falsehard_01_03_r01_longpayload,cbea_lcv_runtime,ok,27669,6918,11786,5409,1446,6855,1242
Qwen,synthetic_investment_tail_01_01_r02_longpayload,cbea_lcv_runtime,ok,26954,6739,25718,5250,3449,8699,1584
Qwen,synthetic_investment_tail_01_01_r10_longpayload,cbea_lcv_runtime,ok,26992,6748,18609,5288,2840,8128,1129
Qwen,synthetic_investment_falsehard_01_03_r12_longpayload,cbea_lcv_runtime,ok,27705,6927,17198,5445,2525,7970,1566
